content,dynasty,name,author
"
春归何处。寂寞无行路。若有人知春去处。唤取归来同住。 ",宋代,清平乐·春归何处,黄庭坚
"
瑶草一何碧，春入武陵溪。溪上桃花无数，枝上有黄鹂。我欲穿花寻路，直入白云深处，浩气展虹霓。只恐花深里，红露湿人衣。",宋代,水调歌头·游览,黄庭坚
"
红旗高举。飞出深深杨柳渚。鼓击春雷。直破烟波远远回。欢声震地。惊退万人争战气。金碧楼西。衔得锦标第一归。
",宋代,减字木兰花·竞渡,黄裳
"
我住长江头，君住长江尾。日日思君不见君，共饮长江水。 ",宋代,卜算子·我住长江头,李之仪
"
",宋代,念奴娇·断虹霁雨,黄庭坚
"
",宋代,浣溪沙·游蕲水清泉寺,苏轼
"
",宋代,永遇乐·彭城夜宿燕子楼,苏轼
"
",宋代,浣溪沙·簌簌衣巾落枣花,苏轼
"
杨柳丝丝弄轻柔，烟缕织成愁。海棠未雨，梨花先雪，一半春休。",宋代,眼儿媚·杨柳丝丝弄轻柔,王雱
"
十年生死两茫茫，不思量，自难忘。千里孤坟，无处话凄凉。纵使相逢应不识，尘满面，鬓如霜。",宋代,江城子·乙卯正月二十日夜记梦,苏轼
"
花褪残红青杏小。燕子飞时，绿水人家绕。枝上柳绵吹又少。天涯何处无芳草！",宋代,蝶恋花·春景,苏轼
"
",宋代,定风波·莫听穿林打叶声,苏轼
"
",宋代,江城子·密州出猎,苏轼
"
缺月挂疏桐，漏断人初静。时见幽人独往来，缥缈孤鸿影。(时见 一作：谁见)",宋代,卜算子·黄州定慧院寓居作,苏轼
"
夜饮东坡醒复醉，归来仿佛三更。家童鼻息已雷鸣。敲门都不应，倚杖听江声。 ",宋代,临江仙·夜饮东坡醒复醉,苏轼
"
",宋代,西江月·顷在黄州,苏轼
"
",宋代,西江月·世事一场大梦,苏轼
"
",宋代,水调歌头·明月几时有,苏轼
"
似花还似非花，也无人惜从教坠。抛家傍路，思量却是，无情有思。萦损柔肠，困酣娇眼，欲开还闭。梦随风万里，寻郎去处，又还被、莺呼起。",宋代,水龙吟·次韵章质夫杨花词,苏轼
"
大江东去，浪淘尽，千古风流人物。",宋代,念奴娇·赤壁怀古,苏轼
"
常羡人间琢玉郎，天应乞与点酥娘。尽道清歌传皓齿，风起，雪飞炎海变清凉。",宋代,定风波·南海归赠王定国侍人寓娘,苏轼
"
木叶下君山。空水漫漫。十分斟酒敛芳颜。不是渭城西去客，休唱阳关。",宋代,卖花声·题岳阳楼,张舜民
"
小令尊前见玉箫。银灯一曲太妖娆。歌中醉倒谁能恨，唱罢归来酒未消。 ",宋代,鹧鸪天·小令尊前见玉箫,晏几道
"
彩袖殷勤捧玉钟，当年拚却醉颜红。舞低杨柳楼心月，歌尽桃花扇底风。",宋代,鹧鸪天·彩袖殷勤捧玉钟,晏几道
"
旧香残粉似当初。人情恨不如。一春犹有数行书。秋来书更疏。 ",宋代,阮郎归·旧香残粉似当初,晏几道
"
留人不住。醉解兰舟去。一棹碧涛春水路。过尽晓莺啼处。 ",宋代,清平乐·留人不住,晏几道
"
梦后楼台高锁，酒醒帘幕低垂。去年春恨却来时。落花人独立，微雨燕双飞。 ",宋代,临江仙·梦后楼台高锁,晏几道
"
醉别西楼醒不记。春梦秋云，聚散真容易。斜月半窗还少睡。画屏闲展吴山翠。 ",宋代,蝶恋花·醉别西楼醒不记,晏几道
"
水是眼波横，山是眉峰聚。欲问行人去那边？眉眼盈盈处。",宋代,卜算子·送鲍浩然之浙东,王观
"
伊吕两衰翁。历遍穷通。一为钓叟一耕佣。若使当时身不遇，老了英雄。 ",宋代,浪淘沙令·伊吕两衰翁,王安石
"
平岸小桥千嶂抱。柔蓝一水萦花草。茅屋数间窗窈窕。尘不到。时时自有春风扫。",宋代,渔家傲·平岸小桥千嶂抱,王安石
"
",宋代,桂枝香·金陵怀古,王安石
"
留春不住，费尽莺儿语。满地残红宫锦污，昨夜南园风雨。",宋代,清平乐·春晚,王安国
"
锁离愁，连绵无际，来时陌上初熏。绣帏人念远，暗垂珠泪，泣送征轮。长亭长在眼，更重重、远水孤云。但望极楼高，尽日目断王孙。 ",宋代,凤箫吟·锁离愁,韩缜
"
把酒祝东风，且共从容。垂杨紫陌洛城东。总是当时携手处，游遍芳丛。",宋代,浪淘沙·把酒祝东风,欧阳修
"
近日门前溪水涨。郎船几度偷相访。船小难开红斗帐。无计向。合欢影里空惆怅。",宋代,渔家傲·近日门前溪水涨,欧阳修
"
花底忽闻敲两桨。逡巡女伴来寻访。酒盏旋将荷叶当。莲舟荡。时时盏里生红浪。",宋代,渔家傲·花底忽闻敲两桨,欧阳修
"
清晨帘幕卷轻霜。呵手试梅妆。都缘自有离恨，故画作远山长。",宋代,诉衷情·眉意,欧阳修
"
庭院深深深几许，杨柳堆烟，帘幕无重数。玉勒雕鞍游冶处，楼高不见章台路。",宋代,蝶恋花·庭院深深深几许,欧阳修
"
去年元夜时，花市灯如昼。",生查子·元夕,宋代
"
候馆梅残，溪桥柳细。草薰风暖摇征辔。离愁渐远渐无穷，迢迢不断如春水。 ",宋代,踏莎行·候馆梅残,欧阳修
"
满斟绿醑留君住。莫匆匆归去。三分春色二分愁，更一分风雨。",宋代,贺圣朝·留别,叶清臣
"
东城渐觉风光好。縠皱波纹迎客棹。绿杨烟外晓寒轻，红杏枝头春意闹。",宋代,玉楼春·春景,宋祁
"
一带江山如画，风物向秋潇洒。水浸碧天何处断？霁色冷光相射。蓼屿荻花洲，掩映竹篱茅舍。",宋代,离亭燕·一带江山如画,张昪
"
燕子来时新社，梨花落后清明。池上碧苔三四点，叶底黄鹂一两声。日长飞絮轻。",宋代,破阵子·春景,晏殊
"
家住西秦。赌博艺随身。花柳上、斗尖新。偶学念奴声调，有时高遏行云。蜀锦缠头无数，不负辛勤。 ",宋代,山亭柳·赠歌者,晏殊
"
红笺小字。说尽平生意。鸿雁在云鱼在水。惆怅此情难寄。 ",宋代,清平乐·红笺小字,晏殊
"
一向年光有限身，等闲离别易销魂，酒筵歌席莫辞频。",宋代,浣溪沙·一向年光有限身,晏殊
"
一曲新词酒一杯，去年天气旧亭台。夕阳西下几时回？",宋代,浣溪沙·一曲新词酒一杯,晏殊
"
",宋代,蝶恋花·槛菊愁烟兰泣露,晏殊
"
双蝶绣罗裙。东池宴。初相见。朱粉不深匀。闲花淡淡春。 ",宋代,醉垂鞭·双蝶绣罗裙,张先
"
乍暖还轻冷。风雨晚来方定。庭轩寂寞近清明，残花中酒，又是去年病。 ",宋代,青门引·春思,张先
"
数声鶗鴂。又报芳菲歇。惜春更把残红折。雨轻风色暴，梅子青时节。永丰柳，无人尽日花飞雪。",宋代,千秋岁·数声鶗鴂,张先
"
水调数声持酒听，午醉醒来愁未醒。送春春去几时回？临晚镜，伤流景，往事后期空记省。",宋代,天仙子·水调数声持酒听,张先
"
",宋代,鹤冲天·黄金榜上,柳永
"
远岸收残雨。雨残稍觉江天暮。拾翠汀洲人寂静，立双双鸥鹭。望几点、渔灯隐映蒹葭浦。停画桡、两两舟人语。道去程今夜，遥指前村烟树。",宋代,安公子·远岸收残雨,柳永
"
寒蝉凄切，对长亭晚，骤雨初歇。都门帐饮无绪，留恋处，兰舟催发。执手相看泪眼，竟无语凝噎。念去去，千里烟波，暮霭沉沉楚天阔。",宋代,雨霖铃·寒蝉凄切,柳永
"
",宋代,八声甘州·对潇潇暮雨洒江天,柳永
"
才过笄年，初绾云鬟，便学歌舞。席上尊前，王孙随分相许。算等闲、酬一笑，便千金慵觑。常只恐、容易蕣华偷换，光阴虚度。 ",宋代,迷仙引·才过笄年,柳永
"
",宋代,望海潮·东南形胜,柳永
"
自春来、惨绿愁红，芳心是事可可。日上花梢，莺穿柳带，犹压香衾卧。暖酥消、腻云亸，终日厌厌倦梳裹。无那。恨薄情一去，音书无个。",宋代,定风波·自春来,柳永
"
伫倚危楼风细细。望极春愁，黯黯生天际。草色烟光残照里。无言谁会凭阑意。(阑 通 栏)",宋代,蝶恋花·伫倚危楼风细细,柳永
"
塞下秋来风景异，衡阳雁去无留意。四面边声连角起，千嶂里，长烟落日孤城闭。",宋代,渔家傲·秋思,范仲淹
"
春色将阑，莺声渐老，红英落尽青梅小。画堂人静雨蒙蒙，屏山半掩余香袅。",宋代,踏莎行·春暮,寇准
"
碧云天，黄叶地。秋色连波，波上寒烟翠。山映斜阳天接水。芳草无情，更在斜阳外。",宋代,苏幕遮·怀旧,范仲淹
"
吴山青，越山青，两岸青山相送迎，争忍有离情？",宋代,相思令·吴山青,林逋
"
雨恨云愁，江南依旧称佳丽。水村渔市。一缕孤烟细。",宋代,点绛唇·感兴,王禹偁
"
天上月，遥望似一团银。夜久更阑风渐紧。与奴吹散月边云。照见负心人。
",望江南·天上月,五代
"
长忆观潮，满郭人争江上望。来疑沧海尽成空。万面鼓声中。 ",宋代,酒泉子·长忆观潮,潘阆
"
五两竿头风欲平，长风举棹觉船轻。柔橹不施停却棹，是船行。",浣溪沙·五两竿头风欲平,五代
"
叵耐灵鹊多谩语，送喜何曾有凭据？几度飞来活捉取，锁上金笼休共语。",鹊踏枝·叵耐灵鹊多谩语,五代
"
枕前发尽千般愿，要休且待青山烂。水面上秤锤浮，直待黄河彻底枯。",菩萨蛮·枕前发尽千般愿,五代
"
饮散离亭西去，浮生长恨飘蓬。回头烟柳渐重重。淡云孤雁远，寒日暮天红。",五代,临江仙·饮散离亭西去,徐昌图
"
四十年来家国，三千里地山河。凤阁龙楼连霄汉，玉树琼枝作烟萝，几曾识干戈？",五代,破阵子·四十年来家国,李煜
"
深院静，小庭空，断续寒砧断续风。",五代,捣练子令·深院静,李煜
"
一重山，两重山。山远天高烟水寒，相思枫叶丹。",五代,长相思·一重山,李煜
"
无言独上西楼，月如钩。寂寞梧桐深院锁清秋。",五代,相见欢·无言独上西楼,李煜
"
别来春半，触目柔肠断。砌下落梅如雪乱，拂了一身还满。(",五代,清平乐·别来春半,李煜
"
帘外雨潺潺，春意阑珊。罗衾不耐五更寒。梦里不知身是客，一晌贪欢。",五代,浪淘沙令·帘外雨潺潺,李煜
"
昨夜风兼雨，帘帏飒飒秋声。烛残漏断频欹枕，起坐不能平。　",五代,乌夜啼·昨夜风兼雨,李煜
"
菡萏香销翠叶残，西风愁起绿波间。还与韶光共憔悴，不堪看。",五代,摊破浣溪沙·菡萏香销翠叶残,李璟
"
林花谢了春红，太匆匆。无奈朝来寒雨晚来风。",五代,相见欢·林花谢了春红,李煜
"
风回小院庭芜绿，柳眼春相续。凭阑半日独无言，依旧竹声新月似当年。",五代,虞美人·风回小院庭芜绿,李煜
"
春花秋月何时了？往事知多少。小楼昨夜又东风，故国不堪回首月明中。",五代,虞美人·春花秋月何时了,李煜
"
春日宴，绿酒一杯歌一遍。再拜陈三愿：一愿郎君千岁，二愿妾身常健，三愿如同梁上燕，岁岁长相见。
",五代,长命女·春日宴,冯延巳
"
手卷真珠上玉钩，依前春恨锁重楼。风里落花谁是主？思悠悠。",五代,摊破浣溪沙·手卷真珠上玉钩,李璟
"
",五代,鹊踏枝·几日行云何处去,冯延巳
"
谁道闲情抛掷久？每到春来，惆怅还依旧。日日花前常病酒，不辞镜里朱颜瘦。",五代,鹊踏枝·谁道闲情抛掷久,冯延巳
"
永夜抛人何处去？绝来音。香阁掩，眉敛，月将沉。",唐代,诉衷情·永夜抛人何处去,顾夐
"
",五代,谒金门·风乍起,冯延巳
"
古庙依青嶂，行宫枕碧流。水声山色锁妆楼。往事思悠悠。",唐代,巫山一段云·古庙依青嶂,李珣
"
蓼岸风多橘柚香。江边一望楚天长。片帆烟际闪孤光。",五代,浣溪沙·蓼岸风多橘柚香,孙光宪
"
乘彩舫，过莲塘，棹歌惊起睡鸳鸯。游女带花偎伴笑，争窈窕，竞折团荷遮晚照。
",唐代,南乡子·乘彩舫,李珣
"
",五代,清平乐·雨晴烟晚,冯延巳
"
新月曲如眉，未有团圞意。红豆不堪看，满眼相思泪。",五代,生查子·新月曲如眉,牛希济
"
忆泥燕，飞到画堂前。占得杏梁安稳处，体轻唯有主人怜，堪羡好因缘。
",唐代,忆江南·衔泥燕,牛峤
"
山桃红花满上头，蜀江春水拍山流。",唐代,竹枝词·山桃红花满上头,刘禹锡
"
秋风清，秋月明，",唐代,三五七言 / 秋风词,李白
"
",唐代,思帝乡·春日游,韦庄
"
红蓼渡头秋正雨，印沙鸥迹自成行，整鬟飘袖野风香。",唐代,浣溪沙·红蓼渡头秋正雨,薛昭蕴
"
团扇，团扇，美人病来遮面。",唐代,宫中调笑·团扇,王建
"
边草，边草，边草尽来兵老。山南山北雪晴， ",唐代,调笑令·边草,戴叔伦
"
西塞山前白鹭飞，桃花流水鳜鱼肥。",唐代,渔歌子·西塞山前白鹭飞,张志和
"
箫声咽，秦娥梦断秦楼月。秦楼月，年年柳色，灞陵伤别。",唐代,忆秦娥·箫声咽,李白
"
平林漠漠烟如织，寒山一带伤心碧。暝色入高楼，有人楼上愁。",唐代,菩萨蛮·平林漠漠烟如织,李白
